2.000000e-02, 1.608733e+00, 102, 3.483048e-01
6.000000e-02, 1.608742e+00, 174, 3.499755e-01
1.000000e-01, 1.608759e+00, 266, 3.521692e-01
1.400000e-01, 1.608774e+00, 324, 3.535240e-01
1.800000e-01, 1.608788e+00, 394, 3.551558e-01
2.200000e-01, 1.608800e+00, 444, 3.562784e-01
2.600000e-01, 1.608810e+00, 501, 3.575753e-01
3.000000e-01, 1.608819e+00, 549, 3.587538e-01
3.400000e-01, 1.608826e+00, 637, 3.609327e-01
3.800000e-01, 1.608832e+00, 719, 3.628922e-01
4.200000e-01, 1.608837e+00, 721, 3.629210e-01
4.600000e-01, 1.608841e+00, 773, 3.641825e-01
5.000000e-01, 1.608846e+00, 801, 3.648518e-01
5.400000e-01, 1.608850e+00, 816, 3.652278e-01
5.800000e-01, 1.608854e+00, 890, 3.670481e-01
6.200000e-01, 1.608858e+00, 926, 3.679457e-01
6.600000e-01, 1.608863e+00, 994, 3.695449e-01
7.000000e-01, 1.608867e+00, 1046, 3.708075e-01
7.400000e-01, 1.608871e+00, 1098, 3.720380e-01
7.800000e-01, 1.608875e+00, 1123, 3.726138e-01
8.200000e-01, 1.608880e+00, 1155, 3.734023e-01
8.600000e-01, 1.608885e+00, 1173, 3.738239e-01
9.000000e-01, 1.608889e+00, 1242, 3.754803e-01
9.400000e-01, 1.608892e+00, 1289, 3.765644e-01
9.800000e-01, 1.608895e+00, 1327, 3.775781e-01
1.020000e+00, 1.608896e+00, 1364, 3.785141e-01
1.060000e+00, 1.608896e+00, 1402, 3.794373e-01
1.100000e+00, 1.608895e+00, 1427, 3.799662e-01
1.140000e+00, 1.608894e+00, 1427, 3.799642e-01
1.180000e+00, 1.608894e+00, 1438, 3.802439e-01
1.220000e+00, 1.608895e+00, 1466, 3.809209e-01
1.260000e+00, 1.608896e+00, 1513, 3.821228e-01
1.300000e+00, 1.608898e+00, 1530, 3.826088e-01
1.340000e+00, 1.608901e+00, 1555, 3.832581e-01
1.380000e+00, 1.608904e+00, 1590, 3.840998e-01
1.420000e+00, 1.608908e+00, 1675, 3.861123e-01
1.460000e+00, 1.608913e+00, 1707, 3.869107e-01
1.500000e+00, 1.608918e+00, 1726, 3.874218e-01
1.540000e+00, 1.608921e+00, 1755, 3.881204e-01
1.580000e+00, 1.608924e+00, 1729, 3.874877e-01
1.620000e+00, 1.608925e+00, 1744, 3.879647e-01
1.660000e+00, 1.608925e+00, 1778, 3.888691e-01
1.700000e+00, 1.608923e+00, 1833, 3.902096e-01
1.740000e+00, 1.608921e+00, 1921, 3.923227e-01
1.780000e+00, 1.608917e+00, 1972, 3.936196e-01
1.820000e+00, 1.608913e+00, 1994, 3.942057e-01
1.860000e+00, 1.608909e+00, 2026, 3.949440e-01
1.900000e+00, 1.608905e+00, 2023, 3.949266e-01
1.940000e+00, 1.608901e+00, 2053, 3.956785e-01
1.980000e+00, 1.608898e+00, 2064, 3.959591e-01
2.020000e+00, 1.608896e+00, 2087, 3.965644e-01
2.060000e+00, 1.608894e+00, 2154, 3.982042e-01
2.100000e+00, 1.608893e+00, 2181, 3.989022e-01
2.140000e+00, 1.608893e+00, 2213, 3.996897e-01
2.180000e+00, 1.608894e+00, 2250, 4.005910e-01
2.220000e+00, 1.608895e+00, 2318, 4.022026e-01
2.260000e+00, 1.608895e+00, 2350, 4.029085e-01
2.300000e+00, 1.608895e+00, 2414, 4.044548e-01
2.340000e+00, 1.608894e+00, 2467, 4.056878e-01
2.380000e+00, 1.608893e+00, 2540, 4.074224e-01
2.420000e+00, 1.608891e+00, 2572, 4.081589e-01
2.460000e+00, 1.608888e+00, 2586, 4.084394e-01
2.500000e+00, 1.608883e+00, 2628, 4.093801e-01
2.540000e+00, 1.608878e+00, 2687, 4.107181e-01
2.580000e+00, 1.608871e+00, 2737, 4.119291e-01
2.620000e+00, 1.608863e+00, 2789, 4.132070e-01
2.660000e+00, 1.608855e+00, 2817, 4.138848e-01
2.700000e+00, 1.608846e+00, 2861, 4.149580e-01
2.740000e+00, 1.608838e+00, 2911, 4.161096e-01
2.780000e+00, 1.608831e+00, 2951, 4.171187e-01
2.820000e+00, 1.608824e+00, 2978, 4.177559e-01
2.860000e+00, 1.608818e+00, 3006, 4.184683e-01
2.900000e+00, 1.608813e+00, 3006, 4.185102e-01
2.940000e+00, 1.608807e+00, 3041, 4.193969e-01
2.980000e+00, 1.608801e+00, 3078, 4.202276e-01
3.020000e+00, 1.608796e+00, 3077, 4.201757e-01
3.060000e+00, 1.608791e+00, 3118, 4.212409e-01
3.100000e+00, 1.608785e+00, 3172, 4.225668e-01
3.140000e+00, 1.608779e+00, 3186, 4.230080e-01
3.180000e+00, 1.608771e+00, 3207, 4.235391e-01
